Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,T-,?Long_accel-,?Lat_accel-,?Jerk-
16,23,20,81,24672,544,764,8,29,0,2,3,0
7,10,7,39,17781,546,70,2,169,0,0,0,0
4,20,17,87,12017,766,290,27,139,1,0,1,0
7,13,10,105,25180,449,1967,29,155,0,0,1,0
19,25,22,38,7493,278,1388,30,71,0,2,3,1
19,15,12,70,14645,831,1176,17,17,0,1,2,0
9,22,19,105,23865,371,90,15,37,0,2,3,2
20,22,19,65,20316,723,320,1,56,0,1,2,0
14,8,5,84,13164,511,1910,8,102,0,0,1,0
28,25,22,106,26474,230,930,27,168,0,2,2,3
14,21,18,42,19565,606,1919,17,138,0,0,0,0
24,8,5,38,27383,386,171,12,176,0,0,0,0
10,29,26,105,28641,290,207,17,178,0,2,3,2
20,12,9,101,29384,780,1155,19,3,0,2,3,0
27,18,15,89,6539,561,174,3,101,0,3,3,0
9,9,6,91,8732,453,1205,3,76,0,0,2,0
23,27,24,54,13917,910,820,10,84,0,1,1,0
18,6,3,109,22315,467,1438,6,26,0,1,2,0
5,13,10,29,6365,718,586,21,90,1,0,0,0
29,18,15,51,8825,659,1448,20,15,0,3,2,0
21,24,21,81,11564,980,1281,30,177,1,0,0,0
30,14,11,65,23060,826,491,14,62,0,1,2,0
17,24,21,91,25767,466,480,17,73,0,3,3,1
15,18,15,65,24410,232,176,27,132,0,1,2,1
25,29,26,55,17246,583,1165,6,75,0,2,3,0
5,6,3,65,12077,414,1106,1,41,0,0,0,0
18,25,22,50,20189,649,1255,25,25,0,2,2,1
12,13,10,72,26339,318,1984,3,152,0,0,2,0
15,28,25,94,27187,954,1735,11,140,0,2,3,0
18,15,12,48,20755,381,1822,14,3,0,2,2,0
11,18,15,76,13435,994,1707,0,6,0,1,1,0
7,17,14,41,6911,368,1766,30,145,1,0,0,0
23,26,23,77,7308,308,679,30,55,0,3,3,3
18,12,9,24,19340,811,1490,0,10,0,0,0,0
21,27,24,38,24701,622,1402,24,35,0,2,1,1
21,22,19,91,10571,1000,1483,17,98,0,2,3,0
10,14,11,62,26452,385,1492,5,8,0,0,2,0
29,23,20,36,23685,471,188,8,127,0,0,0,0
6,10,7,64,20897,925,1293,25,44,0,0,1,0
28,10,7,36,28072,964,749,17,2,0,0,0,0
6,21,18,33,7925,965,1330,17,92,1,0,0,0
8,14,11,80,6662,289,1586,5,52,0,2,3,1
16,29,26,60,7353,324,1502,9,131,0,2,2,1
16,7,4,75,6355,618,507,19,113,1,0,1,0
20,6,3,74,11950,464,199,14,141,0,0,1,0
11,13,10,44,18667,894,1292,2,18,0,0,0,0
20,7,4,79,11836,545,1740,14,35,0,1,2,0
30,26,23,52,9325,816,1350,9,173,0,0,0,0
9,21,18,105,24800,981,1785,7,148,0,2,2,0
6,12,9,71,25424,258,1135,29,145,0,0,1,0
9,11,8,87,23041,971,1230,5,28,0,0,1,0
9,10,7,80,26007,744,1853,16,101,0,0,0,0
23,23,20,38,22906,831,434,28,42,0,2,1,1
23,29,26,28,6392,511,1304,16,39,0,2,1,0
23,14,11,51,26288,702,70,19,179,1,0,0,0
3,6,3,57,27363,809,1824,21,130,1,0,0,0
18,29,26,59,9050,732,733,29,141,1,0,0,0
23,9,6,34,22376,649,1631,16,176,1,0,0,0
10,8,5,81,26700,643,1172,4,14,0,0,0,0
13,21,18,90,23126,352,86,7,92,0,2,3,2
21,6,3,62,16183,531,1512,29,123,0,0,0,0
25,14,11,71,16267,583,696,12,33,0,2,2,0
16,11,8,103,17406,947,330,16,122,0,0,1,0
11,21,18,90,6392,831,1682,16,55,1,2,3,1
10,7,4,80,8031,252,1225,11,110,0,0,2,0
28,10,7,101,25185,579,1937,17,115,0,1,2,0
29,19,16,25,29798,868,1802,22,170,1,0,0,0
6,8,5,23,22002,643,1242,30,180,1,0,0,0
5,16,13,107,14231,384,1294,14,103,0,2,3,1
16,21,18,74,7358,747,1544,13,64,0,2,3,0
21,14,11,99,13753,428,998,3,148,0,3,3,0
24,6,3,29,23693,404,1168,30,24,0,1,1,0
3,29,26,50,11777,864,493,25,161,1,0,0,0
9,30,27,31,25947,865,833,30,67,0,2,1,0
28,21,18,93,19090,542,1631,2,38,0,3,3,0
18,13,10,87,20025,913,1870,17,157,0,0,0,0
26,27,24,67,27094,952,1432,1,16,0,2,2,0
13,23,20,104,11330,716,1576,15,72,0,2,3,0
3,22,19,67,26155,555,1139,14,111,0,1,1,0
7,19,16,99,18765,602,1729,16,89,0,2,3,0
17,8,5,28,21733,604,1751,21,165,1,0,0,0
13,27,24,97,27247,751,285,15,160,0,2,2,0
20,14,11,93,29173,790,1813,16,80,0,1,3,0
21,15,12,86,22287,439,1601,23,94,0,2,3,0
30,20,17,66,8738,623,904,10,152,0,0,1,0
24,20,17,79,22078,346,1621,9,80,0,3,3,1
3,11,8,63,29769,727,679,16,162,0,0,0,0
3,29,26,34,16912,870,238,20,136,1,0,0,0
19,16,13,68,23841,958,466,9,43,0,1,1,0
6,25,22,36,7062,798,1694,25,10,1,2,1,1
20,7,4,107,16342,477,1022,20,103,0,1,1,0
29,22,19,71,12079,282,1409,29,149,1,0,2,0
29,17,14,30,19952,971,598,23,125,1,0,0,0
8,29,26,89,29563,942,1022,24,36,0,2,2,1
4,20,17,99,29988,271,884,0,96,0,2,3,2
5,11,8,90,23648,363,745,0,49,0,0,2,0
10,11,8,84,17602,595,1242,22,118,0,0,0,0
8,25,22,58,26035,837,1714,25,46,0,2,1,1
14,29,26,52,14144,910,1111,14,150,0,0,0,0
29,14,11,98,18429,269,738,5,153,0,2,3,2
3,8,5,109,19625,849,1629,30,179,1,0,0,0
15,27,24,109,18634,447,1548,25,32,0,3,3,2
20,16,13,82,21836,879,14,18,103,0,0,1,0
14,10,7,89,7275,512,1896,8,177,0,0,1,0
6,20,17,35,13303,389,417,18,13,0,2,1,0
11,27,24,84,11432,852,335,11,74,0,2,2,1
29,13,10,67,15765,708,1190,21,167,0,0,0,0
17,22,19,93,7355,201,1788,21,2,0,3,3,3
12,20,17,76,11866,677,1151,15,180,0,0,1,0
22,16,13,65,10113,348,207,23,91,0,2,2,0
21,29,26,55,9552,519,1458,0,174,0,2,3,0
27,22,19,101,10344,392,1061,24,76,0,3,3,3
23,10,7,92,18245,264,1398,2,62,0,2,3,1
21,7,4,26,22633,417,1808,7,99,0,0,0,0
30,13,10,91,6387,354,1675,26,15,0,3,3,3
20,10,7,105,7730,334,1650,30,114,0,1,2,0
12,26,23,33,24264,672,638,19,109,0,0,0,0
9,19,16,87,18173,220,980,23,97,0,2,3,2
7,9,6,61,13447,738,416,17,180,0,0,0,0
7,30,27,85,25176,390,886,20,114,0,2,2,2
15,23,20,39,18616,789,1134,22,85,0,0,0,0
27,16,13,107,14000,996,681,20,23,0,3,3,1
25,10,7,90,11121,560,326,0,165,0,1,1,0
22,26,23,49,6304,748,991,1,72,0,1,0,0
16,29,26,88,17116,882,173,28,85,0,2,3,1
24,25,22,47,8400,501,1952,9,65,0,2,3,0
18,14,11,110,24007,391,1497,19,78,0,3,3,1
10,21,18,100,11404,479,381,2,116,0,2,3,1
6,27,24,22,23272,205,967,20,21,0,2,1,2
13,14,11,64,23448,986,936,1,141,0,0,0,0
12,21,18,41,18767,733,1015,14,29,0,1,1,0
20,8,5,66,26138,712,1651,27,160,1,0,0,0
11,24,21,55,16668,615,491,11,57,0,2,2,0
5,23,20,109,23057,850,1775,15,78,0,2,2,0
3,28,25,52,12491,838,1669,17,68,1,2,1,0
10,28,25,36,12689,732,850,9,169,0,0,0,0
30,19,16,97,29736,961,1458,9,0,0,3,3,1
7,27,24,58,15071,317,1339,17,28,0,2,2,2
14,15,12,48,6261,502,1457,18,107,0,0,0,0
5,21,18,74,27854,335,1331,27,35,0,2,3,1
6,22,19,22,10019,511,89,3,147,0,0,0,0
7,27,24,49,29705,351,1451,28,114,0,1,1,0
7,20,17,62,22898,628,832,9,60,0,2,1,0
29,6,3,88,8890,434,1329,15,117,0,1,1,1
12,20,17,69,14049,850,421,17,137,0,0,0,0
21,10,7,109,24742,227,394,15,116,0,2,2,2
14,15,12,58,24575,346,1712,26,85,0,0,2,0
17,18,15,85,18473,693,1826,14,77,0,2,3,0
8,6,3,47,11271,392,105,0,126,0,0,0,0
9,23,20,56,12042,244,179,26,6,0,2,3,2
23,9,6,61,25820,572,731,24,101,0,0,1,0
16,11,8,99,9129,475,739,26,9,0,3,3,0
14,9,6,97,29745,431,1355,26,91,0,0,2,0
9,7,4,67,22858,884,726,25,29,0,0,1,0
11,13,10,43,25445,901,1766,19,29,0,0,1,0
30,25,22,44,28348,209,692,25,89,0,2,2,2
30,11,8,25,6092,571,1498,4,31,0,0,0,0
22,24,21,87,28692,903,1690,5,114,0,2,3,0
3,18,15,90,13015,509,1031,25,4,0,2,2,2
17,29,26,56,22508,300,235,11,125,0,1,2,1
14,26,23,56,16879,719,635,18,120,0,0,0,0
21,11,8,97,26394,200,1008,4,2,0,2,3,3
22,26,23,93,23388,942,1551,6,38,0,3,3,1
29,15,12,95,13779,552,557,3,142,0,3,3,0
4,11,8,107,15664,756,866,15,14,1,1,2,1
13,17,14,106,13831,551,780,3,132,0,2,3,0
20,16,13,87,29146,455,1460,19,5,0,3,3,0
15,9,6,53,15272,280,1090,30,87,0,0,1,0
28,11,8,61,15825,767,600,30,106,0,0,0,0
30,8,5,30,28249,426,722,11,93,0,0,0,0
11,14,11,24,9700,613,1608,25,96,0,0,0,0
10,20,17,62,13128,750,788,6,56,0,1,1,0
12,21,18,95,19504,757,1216,29,42,0,2,3,1
4,18,15,35,6073,630,539,2,101,1,0,0,0
28,11,8,36,8184,389,133,14,82,0,0,0,0
9,27,24,52,21790,543,990,25,106,0,0,1,0
30,29,26,66,25015,618,94,4,23,0,3,3,0
30,21,18,46,19290,797,1190,27,61,0,2,2,0
25,25,22,83,18745,252,236,10,103,0,3,3,3
25,13,10,58,22205,976,1807,20,57,0,0,2,0
21,22,19,30,11041,927,1327,24,168,1,0,0,0
28,15,12,98,18926,722,313,17,72,0,2,3,0
26,30,27,100,19628,721,5,19,109,0,3,3,0
13,17,14,48,16729,224,557,30,93,0,1,2,1
26,20,17,96,28908,879,987,21,157,0,0,2,0
19,17,14,44,27614,714,1223,29,5,0,2,1,1
18,23,20,24,26475,646,65,20,60,0,1,0,0
10,12,9,42,29485,829,1949,8,103,0,0,0,0
9,28,25,40,15354,955,826,1,139,0,0,0,0
20,19,16,92,17478,598,1305,21,136,0,0,2,0
5,10,7,81,16716,766,182,4,138,0,0,0,0
29,27,24,57,21589,468,1029,5,129,0,3,2,0
5,29,26,54,14063,405,45,23,169,1,0,0,0
22,11,8,36,29389,480,255,3,1,0,0,0,0
29,13,10,32,22058,223,622,20,41,0,2,1,1
5,15,12,81,13587,992,844,13,60,1,1,1,0
26,17,14,49,6965,554,751,29,129,1,0,0,0
8,18,15,94,16232,638,1943,28,4,0,2,3,1
10,16,13,66,9086,598,1471,7,171,0,0,0,0
9,25,22,73,9159,580,971,16,50,0,2,2,0
11,25,22,34,18325,993,301,1,18,0,0,0,0
9,11,8,100,6678,582,410,22,19,1,1,3,0
19,17,14,28,11113,256,767,4,114,0,0,0,0
4,10,7,66,26630,415,381,26,23,0,1,1,0
25,15,12,46,16710,816,1783,2,116,0,0,0,0
11,17,14,37,27423,920,1337,10,32,0,0,0,0
11,9,6,80,6151,815,822,3,132,1,0,0,0
11,30,27,98,18408,803,245,7,75,0,2,3,2
18,29,26,51,7281,866,1867,5,42,0,2,1,0
7,18,15,108,21800,284,36,26,8,0,2,3,2
15,8,5,27,12982,321,668,21,133,1,0,0,0
29,14,11,83,15561,998,89,7,84,0,1,2,0
3,21,18,96,21520,487,1359,19,77,0,2,2,1
21,25,22,102,28222,935,866,10,88,0,2,3,0
8,14,11,79,11919,960,1536,22,58,0,1,1,0
17,21,18,104,13371,564,1164,19,39,0,3,3,2
8,18,15,95,26125,637,1620,5,136,0,2,2,0
15,25,22,78,16139,621,30,12,16,0,2,3,1
30,19,16,27,10930,491,789,21,95,0,0,0,0
14,19,16,77,20496,663,609,16,170,0,0,0,0
19,27,24,48,6026,887,1802,10,100,0,0,0,0
12,20,17,54,18342,919,29,1,173,0,0,0,0
27,8,5,102,23993,822,1804,24,125,0,1,1,0
5,22,19,101,8111,665,101,12,157,1,2,2,0
3,15,12,102,19126,840,1366,18,65,1,1,2,0
14,21,18,99,16167,601,160,10,180,0,2,3,0
7,8,5,97,16816,933,477,18,32,1,0,1,0
7,11,8,60,13768,753,228,11,80,0,0,0,0
15,27,24,61,17993,496,1496,22,116,0,1,1,0
30,27,24,46,8548,516,440,15,141,0,0,0,0
21,13,10,23,27380,929,1694,26,91,0,0,0,0
20,9,6,36,22789,288,1144,7,103,0,0,0,0
29,7,4,69,6936,580,1779,5,12,1,1,1,0
21,28,25,47,28796,769,1952,29,55,0,2,1,1
16,22,19,78,6466,673,1731,4,106,0,2,3,0
20,14,11,86,26053,865,1116,16,33,0,2,2,0
20,14,11,27,16250,220,630,16,106,0,0,0,0
4,19,16,46,24292,641,895,25,75,0,1,0,0
23,10,7,84,26563,342,961,2,166,0,1,2,0
29,9,6,37,14663,853,684,28,4,0,1,1,0
5,16,13,44,8647,902,561,13,38,1,0,1,0
5,9,6,60,26709,360,309,17,1,0,0,1,0
6,10,7,43,24118,597,1028,29,66,0,0,0,0
28,10,7,97,17940,669,1173,11,76,0,1,2,0
5,30,27,33,14734,362,212,0,61,0,1,0,0
10,9,6,66,27036,383,987,6,125,0,0,0,0
30,30,27,29,21058,987,914,21,20,0,2,1,1
10,19,16,82,11020,547,1328,6,152,0,2,1,0
12,20,17,70,11541,237,1560,28,171,1,0,1,0
3,10,7,91,6476,614,899,30,3,1,1,1,0
21,12,9,32,8221,497,1635,3,126,0,0,0,0
13,15,12,83,20890,281,1868,8,70,0,2,3,1
29,26,23,99,25305,420,1322,19,48,0,3,3,3
26,28,25,79,10987,291,876,9,163,0,3,2,2
5,25,22,53,25369,425,1733,6,116,0,1,1,0
22,24,21,32,22382,485,1982,14,6,0,2,1,0
25,16,13,104,26958,262,1651,11,25,0,3,3,3
23,11,8,29,20033,342,1784,3,42,0,0,0,0
29,24,21,66,10366,580,1195,23,8,0,3,3,2
21,21,18,92,23225,503,1431,14,0,0,3,3,2
17,29,26,51,23703,995,916,9,50,0,2,1,0
10,12,9,39,22427,274,146,0,100,0,0,0,0
7,7,4,32,6352,979,510,15,49,1,0,0,0
17,25,22,66,20685,451,1143,1,58,0,2,3,0
23,19,16,31,7702,800,627,9,87,0,0,0,0
19,29,26,57,11900,947,909,12,45,0,2,1,0
24,23,20,37,14188,526,1663,18,123,0,0,0,0
13,22,19,74,6948,949,31,8,87,0,1,1,1
3,25,22,60,23022,640,1648,25,92,0,2,2,0
15,22,19,53,16111,708,409,23,106,0,0,0,0
28,10,7,108,13017,607,1701,0,175,0,1,3,0
6,30,27,24,9329,522,1134,7,42,0,1,0,0
8,30,27,106,6563,494,287,2,38,0,2,3,2
21,11,8,68,14583,456,929,9,29,0,1,2,0
10,29,26,73,10026,492,1460,21,161,0,1,1,0
27,26,23,47,28563,484,1438,8,54,0,3,3,0
13,17,14,65,8203,554,298,11,59,0,1,3,0
26,18,15,38,12210,418,1329,5,125,0,0,0,0
29,30,27,86,21653,403,54,4,2,0,3,3,3
13,20,17,39,13503,531,169,15,34,0,1,1,0
29,8,5,56,16537,781,666,1,135,0,0,1,0
26,28,25,71,13264,552,1826,3,42,0,3,3,0
21,22,19,73,9682,644,619,16,127,0,0,2,0
23,7,4,39,25787,520,585,10,44,0,0,0,0
18,19,16,79,10117,239,981,17,107,0,3,2,2
13,30,27,84,18015,235,354,22,94,0,2,3,2
17,10,7,88,18148,887,1135,6,41,0,0,2,0
7,8,5,39,24606,474,261,6,130,0,0,0,0
26,11,8,69,17526,378,664,15,174,0,0,1,0
14,11,8,60,13117,957,1855,25,176,1,0,0,0
21,23,20,26,21500,871,576,19,142,1,0,0,0
5,17,14,29,17992,647,625,11,57,0,0,0,0
18,17,14,104,22936,717,1142,21,100,0,2,3,0
23,7,4,101,10105,230,1320,6,124,0,1,2,1
11,11,8,64,6174,620,772,10,105,1,0,0,0
8,6,3,39,23585,409,1881,11,156,0,0,0,0
7,21,18,33,29339,428,1634,4,48,0,0,0,0
13,30,27,65,26932,748,1982,27,163,1,0,0,0
5,23,20,81,16865,493,1750,17,105,0,2,2,0
16,29,26,50,24329,956,1981,1,154,0,1,0,0
15,12,9,84,17148,271,700,8,67,0,2,3,1
24,16,13,51,14029,603,246,23,172,1,0,0,0
4,17,14,105,15479,261,32,19,129,0,1,2,2
3,13,10,25,18780,339,2,1,162,0,0,0,0
16,15,12,32,26627,548,645,7,11,0,0,0,0
7,9,6,109,28268,272,1564,15,96,0,1,3,0
25,19,16,33,12587,784,855,2,180,0,0,0,0
5,27,24,22,6583,438,1533,23,31,0,2,1,0
17,22,19,62,13671,387,589,24,16,0,3,3,2
27,9,6,35,13754,608,1462,8,77,0,0,0,0
19,25,22,73,27993,473,436,1,27,0,2,3,0
7,11,8,61,22715,751,377,5,73,0,0,0,0
16,6,3,87,28736,393,1786,21,8,0,1,2,0
4,7,4,97,10700,772,522,18,118,1,0,0,0
11,27,24,46,6040,736,905,20,76,0,2,1,0
11,20,17,70,29477,701,538,12,49,0,2,2,0
29,9,6,33,14578,938,1936,23,118,0,0,0,0
11,26,23,64,20245,225,1252,0,17,0,2,3,2
19,15,12,74,10558,580,56,22,10,0,3,3,0
14,16,13,82,28925,400,64,6,114,0,1,3,0
9,30,27,24,25097,576,881,11,141,1,0,0,0
6,18,15,110,10647,206,608,18,98,0,2,3,2
29,9,6,77,8032,360,722,14,98,0,1,2,0
22,26,23,79,18595,607,557,8,43,0,3,3,0
12,21,18,28,24637,943,771,23,107,0,0,0,0
4,25,22,77,20888,521,1282,19,43,0,2,2,1
26,18,15,50,7179,877,1445,18,88,0,0,0,0
26,19,16,90,28614,537,1683,28,65,0,3,3,0
24,22,19,75,10954,760,185,14,108,0,1,2,0
13,8,5,58,17748,819,163,17,160,0,0,0,0
13,19,16,42,15752,429,474,7,130,0,0,0,0
3,19,16,100,24104,316,279,9,21,0,2,2,2
3,11,8,26,13069,517,207,22,75,1,0,0,0
11,25,22,34,7405,669,627,10,37,0,1,1,0
12,24,21,37,6392,949,1315,26,90,1,0,0,0
5,15,12,107,18068,601,577,7,7,0,2,2,0
16,6,3,70,18462,489,1437,15,15,0,0,1,0
13,10,7,85,10000,352,689,12,41,0,0,3,0
21,16,13,40,25995,760,1521,5,129,0,0,0,0
10,6,3,67,26776,203,917,22,29,0,0,3,0
8,7,4,87,20427,315,1758,26,11,0,0,3,0
7,29,26,62,13302,470,175,25,33,0,2,2,2
19,23,20,93,21089,718,759,5,133,0,2,3,0
10,22,19,25,18597,372,1395,17,84,0,0,0,0
21,12,9,73,19850,521,1922,14,63,0,1,2,0
26,20,17,72,22115,556,49,17,44,0,3,3,0
23,22,19,93,24724,849,1674,23,74,0,3,3,0
9,19,16,62,28661,267,1138,29,95,0,1,2,1
9,15,12,108,25826,774,1758,7,74,0,2,3,0
19,22,19,94,13496,281,1970,15,130,0,3,3,2
18,20,17,60,16087,414,1035,22,55,0,3,3,0
15,21,18,80,28910,311,1204,23,113,0,1,2,1
17,28,25,58,19966,543,1791,23,102,0,2,1,0
5,7,4,57,8140,426,1100,5,25,1,0,0,0
11,20,17,104,9883,665,0,9,81,0,2,3,0
17,18,15,36,14314,405,607,0,159,0,0,0,0
3,18,15,47,29566,471,1163,5,150,0,0,0,0
21,15,12,57,6911,904,1362,26,168,1,0,0,0
8,9,6,79,6067,679,608,29,75,1,0,1,0
14,17,14,107,17391,892,1246,5,123,0,1,3,0
6,29,26,34,28932,798,967,11,75,0,1,0,0
19,14,11,26,6336,946,1684,18,12,1,0,1,0
3,29,26,109,6644,633,1420,4,39,1,2,2,1
15,16,13,67,11462,327,334,4,23,0,2,3,0
18,11,8,40,11328,454,1380,8,28,0,0,0,0
20,26,23,38,15217,498,896,16,13,0,2,1,0
13,27,24,88,13186,893,1367,2,31,0,2,3,0
16,19,16,67,19298,508,434,0,139,0,2,3,0
26,6,3,56,16339,592,1559,25,33,0,1,1,0
25,29,26,64,11490,211,494,10,63,0,3,3,3
23,12,9,47,18419,309,1578,25,53,0,1,2,0
25,18,15,51,8694,752,1508,30,122,0,0,0,0
12,27,24,81,14664,310,1723,15,143,0,2,2,2
3,17,14,33,16249,474,1592,8,100,0,0,0,0
19,26,23,79,9900,261,1818,10,9,0,3,3,2
5,21,18,26,17818,832,1442,7,141,0,0,0,0
25,27,24,45,25300,604,414,1,180,0,0,0,0
17,7,4,46,18021,673,612,8,29,0,0,0,0
9,19,16,98,6022,616,253,14,128,0,2,3,1
18,11,8,77,19893,804,1556,21,155,0,0,0,0
10,17,14,35,7249,795,1747,0,30,1,0,0,0
20,20,17,80,12349,480,1043,10,67,0,3,3,0
18,27,24,64,27630,282,1131,27,43,0,3,3,2
9,9,6,59,19803,431,1122,19,80,0,0,0,0
14,10,7,80,22834,497,1739,9,53,0,0,2,0
28,14,11,91,9896,582,1303,25,14,0,3,3,2
30,25,22,101,23486,778,25,3,35,0,3,3,1
26,14,11,46,25573,435,715,8,84,0,0,1,0
30,20,17,46,28155,374,1203,18,117,0,0,1,0
24,21,18,24,6635,919,1140,29,44,0,1,1,0
21,28,25,70,10721,813,1097,14,84,0,2,3,0
10,23,20,77,20410,247,1300,23,70,0,2,3,2
24,24,21,70,11016,200,1144,25,15,0,3,3,3
13,22,19,85,21049,247,226,26,12,0,3,3,2
11,25,22,35,29563,877,250,25,78,0,1,0,0
27,13,10,65,10043,455,565,15,79,0,1,1,0
11,12,9,90,19846,874,1864,9,115,0,0,0,0
29,14,11,79,21253,606,203,0,44,0,1,2,0
18,7,4,33,20950,773,831,21,144,1,0,0,0
10,26,23,44,19086,740,105,16,139,0,0,0,0
30,15,12,68,7206,350,1430,20,134,0,1,2,0
4,12,9,50,24818,882,553,25,108,0,0,0,0
28,30,27,80,25568,221,1831,30,65,0,3,3,3
15,24,21,46,21632,753,473,7,135,0,0,0,0
17,25,22,56,29469,492,1669,26,178,1,0,0,0
4,6,3,42,13307,285,1062,0,146,0,0,0,0
4,30,27,91,27648,794,461,6,107,0,2,2,0
8,13,10,27,26114,652,268,7,169,0,0,0,0
15,29,26,37,15038,693,110,18,43,0,2,1,0
30,26,23,68,24170,213,1567,13,20,0,3,3,3
12,23,20,90,28493,744,1049,28,0,0,2,3,2
9,12,9,77,7594,590,720,21,55,0,1,2,0
4,17,14,63,25972,615,1886,29,160,1,0,0,0
29,19,16,65,8255,641,859,17,47,0,3,2,0
3,15,12,76,18196,386,1830,10,170,0,0,1,0
6,6,3,80,6007,676,594,4,158,1,0,0,0
4,19,16,102,29714,710,1088,4,66,0,2,2,0
6,21,18,27,22915,348,137,15,82,0,0,0,0
10,25,22,45,18651,842,731,28,8,0,2,1,1
19,15,12,70,8414,284,113,11,114,0,1,2,0
3,20,17,63,6699,864,1543,11,71,1,1,1,0
10,18,15,103,6448,687,1450,25,13,0,2,3,2
14,13,10,32,25875,203,607,6,73,0,0,1,0
17,14,11,23,6549,240,604,22,77,0,0,0,0
5,9,6,37,17523,362,56,6,9,0,0,0,0
25,25,22,96,25139,355,612,29,82,0,3,3,3
17,12,9,100,24565,990,457,11,68,0,1,2,0
18,15,12,36,16218,807,448,13,45,0,0,0,0
10,29,26,88,10221,623,797,15,112,0,2,2,0
18,23,20,97,24816,973,1634,11,8,0,2,3,1
4,10,7,109,6215,804,1653,17,26,1,1,1,0
9,23,20,58,27093,654,1033,8,4,0,2,1,0
9,20,17,83,20811,419,1377,3,141,0,2,3,0
21,28,25,57,17248,375,331,24,134,0,0,1,0
14,18,15,30,21487,960,1001,27,162,1,0,0,0
9,29,26,51,11741,622,1301,26,148,1,0,0,0
4,28,25,88,18592,686,324,5,65,0,2,2,0
12,20,17,37,29752,245,62,16,8,0,2,3,1
11,24,21,35,22435,941,1392,12,76,0,0,0,0
18,7,4,108,20378,216,1950,1,58,0,1,2,2
3,25,22,68,18888,671,1069,21,139,0,0,1,0
27,10,7,49,21423,742,56,17,69,0,0,0,0
16,12,9,89,12331,621,87,2,60,0,0,3,0
5,11,8,61,29014,806,598,30,110,0,0,0,0
6,7,4,91,12495,307,393,3,72,0,0,2,0
19,24,21,28,27590,783,1016,25,132,1,0,0,0
12,16,13,91,19793,411,1139,21,159,0,0,2,0
10,12,9,76,27897,211,1844,14,125,0,1,2,1
3,17,14,37,19544,668,415,9,65,0,0,0,0
4,9,6,79,14257,690,1801,26,134,1,0,0,0
9,28,25,108,26373,980,569,23,39,0,2,3,2
5,25,22,73,21582,818,0,17,76,0,2,2,0
8,20,17,55,26722,568,211,23,23,0,2,1,1
29,25,22,97,23795,828,846,9,20,0,3,3,1
10,27,24,98,14778,745,53,7,5,0,2,3,2
28,12,9,26,10170,924,1445,21,179,1,0,0,0
18,23,20,96,27255,863,1440,1,55,0,2,3,0
29,14,11,41,6301,290,1815,15,10,0,2,2,0
8,26,23,30,13460,974,1725,24,38,0,1,1,1
13,19,16,85,25300,979,413,13,84,0,1,1,0
8,21,18,99,24463,665,846,23,108,0,2,2,0
13,8,5,37,18153,952,1981,25,141,1,0,0,0
14,19,16,63,27910,616,1864,21,38,0,2,2,0
15,27,24,96,24219,695,1208,2,21,0,2,3,1
20,19,16,60,15974,597,505,26,8,0,3,2,1
11,9,6,23,26848,698,677,16,172,1,0,0,0
15,22,19,52,14164,746,114,13,13,0,2,1,0
29,22,19,28,12550,991,282,6,160,0,0,0,0
21,11,8,86,14772,881,1474,2,158,0,0,1,0
18,13,10,37,23137,807,1772,13,99,0,0,0,0
12,26,23,61,8944,951,1277,27,31,0,2,1,1
6,29,26,46,29564,437,801,8,174,0,0,1,0
28,6,3,53,19261,655,298,27,86,0,0,1,0
30,21,18,51,18547,906,1013,9,158,0,0,0,0
23,16,13,102,27863,614,1755,1,30,0,3,3,0
4,24,21,49,24923,886,1327,10,119,0,0,0,0
3,21,18,39,13980,811,83,22,72,1,1,0,0
25,8,5,103,24602,643,1759,4,163,0,1,1,0
19,19,16,67,15379,635,1555,22,2,0,3,3,1
6,15,12,47,26362,481,36,21,83,0,0,0,0
24,17,14,40,10253,683,1376,7,4,0,0,0,0
6,23,20,84,7023,316,444,4,160,0,2,3,2
20,22,19,59,28204,381,114,28,175,1,0,0,0
6,30,27,110,18603,452,1936,9,162,0,2,3,2
10,14,11,46,26717,913,1305,7,106,0,0,0,0
21,12,9,25,21913,252,468,6,75,0,0,0,0
6,13,10,78,8061,914,374,30,90,1,0,0,0
14,24,21,41,9335,340,1909,26,29,0,2,3,2
24,20,17,76,27900,288,976,15,14,0,3,3,3
3,29,26,67,28835,816,278,6,51,0,2,2,0
12,15,12,106,12391,257,408,8,138,0,2,3,2
11,15,12,28,16075,231,1710,10,138,0,0,0,0
22,26,23,23,21669,663,1035,2,51,0,0,0,0
30,21,18,101,23641,759,24,10,118,0,3,3,0
21,25,22,98,18443,944,1796,18,136,0,2,3,0
12,6,3,99,8714,877,1417,8,177,1,0,1,0
25,15,12,86,12171,604,1519,24,95,0,1,3,0
30,6,3,40,19619,750,1471,13,98,0,0,0,0
16,17,14,80,9193,757,991,25,122,0,0,0,0
25,22,19,90,17977,635,1191,11,124,0,3,3,0
5,29,26,68,21845,546,571,9,8,0,2,2,1
4,30,27,59,25524,234,832,26,25,0,2,2,2
12,23,20,101,6425,539,1476,5,132,0,2,3,1
14,23,20,101,20505,333,647,17,30,0,3,3,2
16,16,13,38,10989,820,36,21,106,0,0,0,0
